C11_0017	COG0009	9/9	Putative translation factor (SUA5)	Translation, ribosomal structure and biogenesis
C15_0025	COG1975	4/9	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	Posttranslational modification, protein turnover, chaperones
C15_0059	COG1975	4/9	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	Posttranslational modification, protein turnover, chaperones
C16_0081	COG1225	9/9	Peroxiredoxin	Posttranslational modification, protein turnover, chaperones
C16_0083	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C16_0107	COG3118	9/9	Thioredoxin domain-containing protein	Posttranslational modification, protein turnover, chaperones
C18_0033	COG0501	8/9	Zn-dependent protease with chaperone function	Posttranslational modification, protein turnover, chaperones
C19_0005	COG0830	6/9	Urease accessory protein UreF	Posttranslational modification, protein turnover, chaperones
C19_0006	COG0378	7/9	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	Posttranslational modification, protein turnover, chaperones
C1_0017	COG0652	9/9	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	Posttranslational modification, protein turnover, chaperones
C21_0032	COG0638	6/9	20S proteasome, alpha and beta subunits	Posttranslational modification, protein turnover, chaperones
C21_0033	COG0638	6/9	20S proteasome, alpha and beta subunits	Posttranslational modification, protein turnover, chaperones
C21_0036	COG0464	9/9	ATPases of the AAA+ class	Posttranslational modification, protein turnover, chaperones
C22_0016	COG0330	9/9	Membrane protease subunits, stomatin/prohibitin homologs	Posttranslational modification, protein turnover, chaperones
C22_0017	COG1585	9/9	Membrane protein implicated in regulation of membrane protease activity	Posttranslational modification, protein turnover, chaperones
C23_0013	COG0396	9/9	ABC-type transport system involved in Fe-S cluster assembly, ATPase component	Posttranslational modification, protein turnover, chaperones
C23_0014	COG0719	9/9	ABC-type transport system involved in Fe-S cluster assembly, permease component	Posttranslational modification, protein turnover, chaperones
C23_0015	COG0719	9/9	ABC-type transport system involved in Fe-S cluster assembly, permease component	Posttranslational modification, protein turnover, chaperones
C23_0020	COG1612	9/9	Uncharacterized protein required for cytochrome oxidase assembly	Posttranslational modification, protein turnover, chaperones
C23_0023	COG0109	9/9	Polyprenyltransferase (cytochrome oxidase assembly factor)	Posttranslational modification, protein turnover, chaperones
C24_0040	COG1989	4/9	Type II secretory pathway, prepilin signal peptidase PulO and related peptidases	Posttranslational modification, protein turnover, chaperones
C25_0012	COG0652	9/9	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	Posttranslational modification, protein turnover, chaperones
C25_0013	COG0652	9/9	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	Posttranslational modification, protein turnover, chaperones
C27_0009	COG0229	8/9	Conserved domain frequently associated with peptide methionine sulfoxide reductase	Posttranslational modification, protein turnover, chaperones
C2_0042	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C30_0054	COG0606	8/9	Predicted ATPase with chaperone activity	Posttranslational modification, protein turnover, chaperones
C30_0054	COG1067	1/9	Predicted ATP-dependent protease	Posttranslational modification, protein turnover, chaperones
C30_0082	COG1765	5/9	Predicted redox protein, regulator of disulfide bond formation	Posttranslational modification, protein turnover, chaperones
C32_0003	COG0330	9/9	Membrane protease subunits, stomatin/prohibitin homologs	Posttranslational modification, protein turnover, chaperones
C32_0008	COG0695	9/9	Glutaredoxin and related proteins	Posttranslational modification, protein turnover, chaperones
C32_0023	COG1651	9/9	Protein-disulfide isomerase	Posttranslational modification, protein turnover, chaperones
C32_0034	COG0691	9/9	tmRNA-binding protein	Posttranslational modification, protein turnover, chaperones
C32_0060	COG0695	9/9	Glutaredoxin and related proteins	Posttranslational modification, protein turnover, chaperones
C35_0025	COG0465	9/9	ATP-dependent Zn proteases	Posttranslational modification, protein turnover, chaperones
C36_0001	COG0234	9/9	Co-chaperonin GroES (HSP10)	Posttranslational modification, protein turnover, chaperones
C36_0002	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C36_0003	COG0533	9/9	Metal-dependent proteases with possible chaperone activity	Posttranslational modification, protein turnover, chaperones
C36_0005	COG1214	9/9	Inactive homolog of metal-dependent proteases, putative molecular chaperone	Posttranslational modification, protein turnover, chaperones
C36_0029	COG1404	9/9	Subtilisin-like serine proteases	Posttranslational modification, protein turnover, chaperones
C36_0134	COG1225	9/9	Peroxiredoxin	Posttranslational modification, protein turnover, chaperones
C36_0169	COG0492	9/9	Thioredoxin reductase	Posttranslational modification, protein turnover, chaperones
C39_0058	COG0542	9/9	ATPases with chaperone activity, ATP-binding subunit	Posttranslational modification, protein turnover, chaperones
C39_0087	COG1975	4/9	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	Posttranslational modification, protein turnover, chaperones
C39_0111	COG1765	5/9	Predicted redox protein, regulator of disulfide bond formation	Posttranslational modification, protein turnover, chaperones
C39_0275	COG1397	1/9	ADP-ribosylglycohydrolase	Posttranslational modification, protein turnover, chaperones
C39_0279	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C3_0016	COG0545	6/9	FKBP-type peptidyl-prolyl cis-trans isomerases 1	Posttranslational modification, protein turnover, chaperones
C41_0073	COG0326	7/9	Molecular chaperone, HSP90 family	Posttranslational modification, protein turnover, chaperones
C41_0114	COG0545	6/9	FKBP-type peptidyl-prolyl cis-trans isomerases 1	Posttranslational modification, protein turnover, chaperones
C41_0149	COG3823	3/9	Glutamine cyclotransferase	Posttranslational modification, protein turnover, chaperones
C41_0171	COG1764	5/9	Predicted redox protein, regulator of disulfide bond formation	Posttranslational modification, protein turnover, chaperones
C42_0022	COG0526	9/9	Thiol-disulfide isomerase and thioredoxins	Posttranslational modification, protein turnover, chaperones
C42_0030	COG4988	8/9	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	Posttranslational modification, protein turnover, chaperones
C42_0054	COG0386	6/9	Glutathione peroxidase	Posttranslational modification, protein turnover, chaperones
C49_0084	COG0450	6/9	Peroxiredoxin	Posttranslational modification, protein turnover, chaperones
C49_0085	COG3634	0/9	Alkyl hydroperoxide reductase, large subunit	Posttranslational modification, protein turnover, chaperones
C49_0119	COG0071	5/9	Molecular chaperone (small heat shock protein)	Posttranslational modification, protein turnover, chaperones
C4_0131	COG0526	9/9	Thiol-disulfide isomerase and thioredoxins	Posttranslational modification, protein turnover, chaperones
C4_0133	COG0265	9/9	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	Posttranslational modification, protein turnover, chaperones
C4_0240	COG0465	9/9	ATP-dependent Zn proteases	Posttranslational modification, protein turnover, chaperones
C4_0254	COG0542	9/9	ATPases with chaperone activity, ATP-binding subunit	Posttranslational modification, protein turnover, chaperones
C4_0257	COG1764	5/9	Predicted redox protein, regulator of disulfide bond formation	Posttranslational modification, protein turnover, chaperones
C4_0266	COG1066	8/9	Predicted ATP-dependent serine protease	Posttranslational modification, protein turnover, chaperones
C4_0467	COG0464	9/9	ATPases of the AAA+ class	Posttranslational modification, protein turnover, chaperones
C4_0476	COG0492	9/9	Thioredoxin reductase	Posttranslational modification, protein turnover, chaperones
C4_0489	COG0459	9/9	Chaperonin GroEL (HSP60 family)	Posttranslational modification, protein turnover, chaperones
C4_0511	COG0501	8/9	Zn-dependent protease with chaperone function	Posttranslational modification, protein turnover, chaperones
C4_0592	COG0526	9/9	Thiol-disulfide isomerase and thioredoxins	Posttranslational modification, protein turnover, chaperones
C50_0001	COG0484	9/9	DnaJ-class molecular chaperone with C-terminal Zn finger domain	Posttranslational modification, protein turnover, chaperones
C50_0002	COG0576	9/9	Molecular chaperone GrpE (heat shock protein)	Posttranslational modification, protein turnover, chaperones
C50_0003	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C50_0011	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C50_0013	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C50_0026	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C50_0124	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C51_0023	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C51_0025	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C51_0027	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C52_0114	COG3590	6/9	Predicted metalloendopeptidase	Posttranslational modification, protein turnover, chaperones
C52_0159	COG0466	2/9	ATP-dependent Lon protease, bacterial type	Posttranslational modification, protein turnover, chaperones
C52_0186	COG0740	9/9	Protease subunit of ATP-dependent Clp proteases	Posttranslational modification, protein turnover, chaperones
C52_0187	COG0740	9/9	Protease subunit of ATP-dependent Clp proteases	Posttranslational modification, protein turnover, chaperones
C52_0226	COG0265	9/9	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	Posttranslational modification, protein turnover, chaperones
C52_0257	COG0492	9/9	Thioredoxin reductase	Posttranslational modification, protein turnover, chaperones
C52_0260	COG0542	9/9	ATPases with chaperone activity, ATP-binding subunit	Posttranslational modification, protein turnover, chaperones
C55_0117	COG1975	4/9	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	Posttranslational modification, protein turnover, chaperones
C57_0019	COG0265	9/9	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	Posttranslational modification, protein turnover, chaperones
C58_0039	COG0492	9/9	Thioredoxin reductase	Posttranslational modification, protein turnover, chaperones
C58_0040	COG0526	9/9	Thiol-disulfide isomerase and thioredoxins	Posttranslational modification, protein turnover, chaperones
C5_0010	COG0526	9/9	Thiol-disulfide isomerase and thioredoxins	Posttranslational modification, protein turnover, chaperones
C5_0011	COG0785	9/9	Cytochrome c biogenesis protein	Posttranslational modification, protein turnover, chaperones
C5_0012	COG1333	9/9	ResB protein required for cytochrome c biosynthesis	Posttranslational modification, protein turnover, chaperones
C5_0013	COG0755	9/9	ABC-type transport system involved in cytochrome c biogenesis, permease component	Posttranslational modification, protein turnover, chaperones
C6_0004	COG0542	9/9	ATPases with chaperone activity, ATP-binding subunit	Posttranslational modification, protein turnover, chaperones
C6_0007	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C6_0036	COG0501	8/9	Zn-dependent protease with chaperone function	Posttranslational modification, protein turnover, chaperones
C6_0091	COG1651	9/9	Protein-disulfide isomerase	Posttranslational modification, protein turnover, chaperones
C6_0136	COG1331	5/9	Highly conserved protein containing a thioredoxin domain	Posttranslational modification, protein turnover, chaperones
C7_0051	COG1765	5/9	Predicted redox protein, regulator of disulfide bond formation	Posttranslational modification, protein turnover, chaperones
C7_0076	COG0265	9/9	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	Posttranslational modification, protein turnover, chaperones
C7_0120	COG0435	6/9	Predicted glutathione S-transferase	Posttranslational modification, protein turnover, chaperones
C9_0077	COG0443	9/9	Molecular chaperone	Posttranslational modification, protein turnover, chaperones
C11_0006	COG0355	9/9	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	Energy production and conversion
C11_0007	COG0055	9/9	F0F1-type ATP synthase, beta subunit	Energy production and conversion
C11_0008	COG0224	9/9	F0F1-type ATP synthase, gamma subunit	Energy production and conversion
C11_0009	COG0056	9/9	F0F1-type ATP synthase, alpha subunit	Energy production and conversion
C11_0010	COG0712	9/9	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	Energy production and conversion
C11_0011	COG0711	8/9	F0F1-type ATP synthase, subunit b	Energy production and conversion
C11_0012	COG0636	4/9	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	Energy production and conversion
C11_0013	COG0356	9/9	F0F1-type ATP synthase, subunit a	Energy production and conversion
C11_0035	COG0604	9/9	NADPH:quinone reductase and related Zn-dependent oxidoreductases	Energy production and conversion
C11_0043	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C11_0046	COG0604	9/9	NADPH:quinone reductase and related Zn-dependent oxidoreductases	Energy production and conversion
C11_0067	COG3288	4/9	NAD/NADP transhydrogenase alpha subunit	Energy production and conversion
C11_0068	COG3288	4/9	NAD/NADP transhydrogenase alpha subunit	Energy production and conversion
C11_0075	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C11_0077	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C12_0040	COG0473	9/9	Isocitrate/isopropylmalate dehydrogenase	Energy production and conversion
C12_0044	COG0526	9/9	Thiol-disulfide isomerase and thioredoxins	Energy production and conversion
C12_0185	COG1845	9/9	Heme/copper-type cytochrome/quinol oxidase, subunit 3	Energy production and conversion
C12_0186	COG2010	9/9	Cytochrome c, mono- and diheme variants	Energy production and conversion
C12_0187	COG0723	9/9	Rieske Fe-S protein	Energy production and conversion
C12_0188	COG1290	9/9	Cytochrome b subunit of the bc complex	Energy production and conversion
C12_0191	COG1622	9/9	Heme/copper-type cytochrome/quinol oxidases, subunit 2	Energy production and conversion
C12_0203	COG0508	9/9	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	Energy production and conversion
C14_0001	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C14_0002	COG1454	2/9	Alcohol dehydrogenase, class IV	Energy production and conversion
C14_0017	COG2609	8/9	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	Energy production and conversion
C14_0027	COG0243	7/9	Anaerobic dehydrogenases, typically selenocysteine-containing	Energy production and conversion
C14_0035	COG0243	7/9	Anaerobic dehydrogenases, typically selenocysteine-containing	Energy production and conversion
C14_0117	COG1902	8/9	NADH:flavin oxidoreductases, Old Yellow Enzyme family	Energy production and conversion
C14_0124	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C14_0125	COG0247	9/9	Fe-S oxidoreductase	Energy production and conversion
C14_0125	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C14_0149	COG1526	8/9	Uncharacterized protein required for formate dehydrogenase activity	Energy production and conversion
C15_0032	COG1018	8/9	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	Energy production and conversion
C15_0037	COG1902	8/9	NADH:flavin oxidoreductases, Old Yellow Enzyme family	Energy production and conversion
C15_0061	COG1529	4/9	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs	Energy production and conversion
C15_0063	COG2080	5/9	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs	Energy production and conversion
C15_0064	COG1319	5/9	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs	Energy production and conversion
C15_0085	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C15_0086	COG1018	8/9	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	Energy production and conversion
C16_0026	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C16_0032	COG1301	7/9	Na+/H+-dicarboxylate symporters	Energy production and conversion
C16_0070	COG0247	9/9	Fe-S oxidoreductase	Energy production and conversion
C16_0070	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C16_0071	COG1304	8/9	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	Energy production and conversion
C17_0029	COG0667	9/9	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	Energy production and conversion
C17_0037	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C17_0039	COG0604	9/9	NADPH:quinone reductase and related Zn-dependent oxidoreductases	Energy production and conversion
C17_0067	COG1052	2/9	Lactate dehydrogenase and related dehydrogenases	Energy production and conversion
C17_0069	COG1804	6/9	Predicted acyl-CoA transferases/carnitine dehydratase	Energy production and conversion
C18_0023	COG2225	8/9	Malate synthase	Energy production and conversion
C19_0009	COG1252	9/9	NADH dehydrogenase, FAD-containing subunit	Energy production and conversion
C1_0007	COG1018	8/9	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	Energy production and conversion
C1_0065	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C1_0095	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C1_0099	COG0667	9/9	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	Energy production and conversion
C1_0116	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C20_0002	COG0778	9/9	Nitroreductase	Energy production and conversion
C21_0048	COG2221	2/9	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	Energy production and conversion
C21_0048	COG1251	5/9	NAD(P)H-nitrite reductase	Energy production and conversion
C21_0059	COG0667	9/9	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	Energy production and conversion
C23_0011	COG0822	9/9	NifU homolog involved in Fe-S cluster formation	Energy production and conversion
C23_0022	COG0604	9/9	NADPH:quinone reductase and related Zn-dependent oxidoreductases	Energy production and conversion
C23_0031	COG2352	7/9	Phosphoenolpyruvate carboxylase	Energy production and conversion
C27_0012	COG0243	7/9	Anaerobic dehydrogenases, typically selenocysteine-containing	Energy production and conversion
C28_0011	COG1042	3/9	Acyl-CoA synthetase (NDP forming)	Energy production and conversion
C28_0018	COG1062	8/9	Zn-dependent alcohol dehydrogenases, class III	Energy production and conversion
C28_0019	COG1249	9/9	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	Energy production and conversion
C29_0004	COG1819	5/9	Glycosyl transferases, related to UDP-glucuronosyltransferase	Energy production and conversion
C29_0005	COG0578	8/9	Glycerol-3-phosphate dehydrogenase	Energy production and conversion
C29_0007	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C29_0032	COG1062	8/9	Zn-dependent alcohol dehydrogenases, class III	Energy production and conversion
C29_0037	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C29_0041	COG0838	5/9	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	Energy production and conversion
C29_0042	COG0377	5/9	NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases	Energy production and conversion
C29_0043	COG0852	5/9	NADH:ubiquinone oxidoreductase 27 kD subunit	Energy production and conversion
C29_0044	COG0649	5/9	NADH:ubiquinone oxidoreductase 49 kD subunit 7	Energy production and conversion
C29_0045	COG1905	5/9	NADH:ubiquinone oxidoreductase 24 kD subunit	Energy production and conversion
C29_0046	COG1894	5/9	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit	Energy production and conversion
C29_0047	COG1034	5/9	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	Energy production and conversion
C29_0048	COG1005	5/9	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	Energy production and conversion
C29_0049	COG1143	5/9	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	Energy production and conversion
C29_0050	COG0839	5/9	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	Energy production and conversion
C29_0051	COG0713	5/9	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	Energy production and conversion
C29_0052	COG1009	8/9	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	Energy production and conversion
C29_0053	COG1008	6/9	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	Energy production and conversion
C29_0054	COG1007	5/9	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	Energy production and conversion
C2_0001	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C2_0004	COG0584	9/9	Glycerophosphoryl diester phosphodiesterase	Energy production and conversion
C2_0034	COG1252	9/9	NADH dehydrogenase, FAD-containing subunit	Energy production and conversion
C2_0062	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C2_0076	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C2_0094	COG0604	9/9	NADPH:quinone reductase and related Zn-dependent oxidoreductases	Energy production and conversion
C2_0095	COG0667	9/9	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	Energy production and conversion
C2_0112	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C30_0022	COG1249	9/9	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	Energy production and conversion
C30_0080	COG1254	6/9	Acylphosphatases	Energy production and conversion
C30_0090	COG1038	6/9	Pyruvate carboxylase	Energy production and conversion
C30_0100	COG0240	9/9	Glycerol-3-phosphate dehydrogenase	Energy production and conversion
C31_0026	COG2025	9/9	Electron transfer flavoprotein, alpha subunit	Energy production and conversion
C31_0027	COG2086	9/9	Electron transfer flavoprotein, beta subunit	Energy production and conversion
C32_0073	COG2221	2/9	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	Energy production and conversion
C32_0073	COG1251	5/9	NAD(P)H-nitrite reductase	Energy production and conversion
C32_0110	COG1018	8/9	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	Energy production and conversion
C33_0018	COG0778	9/9	Nitroreductase	Energy production and conversion
C33_0038	COG1819	5/9	Glycosyl transferases, related to UDP-glucuronosyltransferase	Energy production and conversion
C33_0059	COG1529	4/9	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs	Energy production and conversion
C33_0075	COG0578	8/9	Glycerol-3-phosphate dehydrogenase	Energy production and conversion
C33_0076	COG0554	9/9	Glycerol kinase	Energy production and conversion
C33_0078	COG1249	9/9	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	Energy production and conversion
C34_0008	COG2009	5/9	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	Energy production and conversion
C34_0009	COG2142	5/9	Succinate dehydrogenase, hydrophobic anchor subunit	Energy production and conversion
C34_0010	COG1053	9/9	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion
C34_0011	COG0479	9/9	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	Energy production and conversion
C35_0001	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C35_0024	COG0843	9/9	Heme/copper-type cytochrome/quinol oxidases, subunit 1	Energy production and conversion
C36_0016	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0027	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0099	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C36_0113	COG1304	8/9	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	Energy production and conversion
C36_0114	COG1304	8/9	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	Energy production and conversion
C36_0122	COG1454	2/9	Alcohol dehydrogenase, class IV	Energy production and conversion
C36_0146	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0171	COG1902	8/9	NADH:flavin oxidoreductases, Old Yellow Enzyme family	Energy production and conversion
C36_0216	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0217	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0219	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0221	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0222	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0223	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0228	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C36_0263	COG0654	7/9	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	Energy production and conversion
C36_0279	COG1894	5/9	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit	Energy production and conversion
C36_0305	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C39_0016	COG1085	5/9	Galactose-1-phosphate uridylyltransferase	Energy production and conversion
C39_0029	COG1053	9/9	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion
C39_0031	COG1804	6/9	Predicted acyl-CoA transferases/carnitine dehydratase	Energy production and conversion
C39_0037	COG1252	9/9	NADH dehydrogenase, FAD-containing subunit	Energy production and conversion
C39_0061	COG1018	8/9	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	Energy production and conversion
C39_0061	COG0633	4/9	Ferredoxin	Energy production and conversion
C39_0065	COG1012	9/9	NAD-dependent aldehyde dehydrogenases	Energy production and conversion
C39_0083	COG2838	8/9	Monomeric isocitrate dehydrogenase	Energy production and conversion
C39_0086	COG1804	6/9	Predicted acyl-CoA transferases/carnitine dehydratase	Energy production and conversion
C39_0090	COG1319	5/9	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs	Energy production and conversion
C39_0092	COG1529	4/9	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs	Energy production and conversion
C39_0113	COG2141	9/9	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Energy production and conversion
C39_0176	COG1804	6/9	Predicted acyl-CoA transferases/carnitine dehydratase	Energy production and conversion
C39_0208	COG1804	6/9	Predicted acyl-CoA transferases/carnitine dehydratase	Energy production and conversion
C39_0236	COG0654	7/9	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	Energy production and conversion
C39_0274	COG0654	7/9	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	Energy production and conversion
C39_0281	COG1301	7/9	Na+/H+-dicarboxylate symporters	Energy production and conversion
C39_0283	COG0654	7/9	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	Energy production and conversion
C39_0286	COG1053	9/9	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion
C3_0012	COG2609	8/9	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	Energy production and conversion
C3_0031	COG0277	9/9	FAD/FMN-containing dehydrogenases	Energy production and conversion
C3_0035	COG0667	9/9	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	Energy production and conversion
C3_0059	COG1071	6/9	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	Energy production and conversion
